0.162582 -0.008232 0.389190 -0.073991 0.057638 -0.034687
0.145856 0.004890 0.380265 -0.071001 0.056037 -0.042647
0.129855 0.017567 0.369550 -0.067719 0.053798 -0.050199
0.114641 0.029662 0.357147 -0.064178 0.051002 -0.057272
0.100270 0.041056 0.343174 -0.060411 0.047737 -0.063810
0.086790 0.051652 0.327759 -0.056454 0.044099 -0.069773
0.074242 0.061376 0.311037 -0.052337 0.040187 -0.075138
0.062659 0.070175 0.293148 -0.048094 0.036100 -0.079898
0.052066 0.078021 0.274230 -0.043753 0.031932 -0.084059
0.042483 0.084905 0.254419 -0.039340 0.027773 -0.087641
0.033924 0.090838 0.233847 -0.034879 0.023704 -0.090673
0.026397 0.095851 0.212635 -0.030390 0.019799 -0.093190
0.019907 0.099988 0.190898 -0.025890 0.016121 -0.095236
0.014455 0.103308 0.168740 -0.021392 0.012724 -0.096853
0.012118 0.104684 0.157533 -0.019148 0.011146 -0.097515
0.008218 0.106914 0.134914 -0.014673 0.008252 -0.098573
0.005348 0.108519 0.112090 -0.010221 0.005734 -0.099311
0.003640 0.109504 0.091429 -0.006238 0.003810 -0.099732
0.002757 0.110124 0.070702 -0.002280 0.002222 -0.099949
0.002692 0.110450 0.049950 0.001654 0.000978 -0.099982
0.003442 0.110554 0.029208 0.005564 0.000082 -0.099845
0.005000 0.110508 0.008512 0.009451 -0.000464 -0.099551
0.007363 0.110385 -0.012108 0.013315 -0.000663 -0.099107
0.010526 0.110257 -0.032621 0.017158 -0.000521 -0.098516
0.014485 0.110192 -0.052995 0.020982 -0.000045 -0.097774
0.019235 0.110260 -0.073199 0.024787 0.000753 -0.096876
0.024774 0.110526 -0.093200 0.028574 0.001859 -0.095813
0.031096 0.111052 -0.112961 0.032342 0.003257 -0.094570
0.038198 0.111897 -0.132445 0.036089 0.004925 -0.093131
0.046076 0.113114 -0.151608 0.039814 0.006841 -0.091477
0.054724 0.114752 -0.170403 0.043511 0.008977 -0.089589
0.064137 0.116854 -0.188781 0.047176 0.011301 -0.087445
0.074306 0.119454 -0.206686 0.050802 0.013778 -0.085025
0.085223 0.122581 -0.224057 0.054381 0.016371 -0.082309
0.096877 0.126255 -0.240833 0.057902 0.019036 -0.079278
0.109255 0.130486 -0.256945 0.061354 0.021728 -0.075918
0.122342 0.135274 -0.272325 0.064724 0.024397 -0.072219
0.136118 0.140609 -0.286901 0.067998 0.026992 -0.068174
0.150562 0.146470 -0.300602 0.071160 0.029460 -0.063783
0.165650 0.152826 -0.313356 0.074194 0.031748 -0.059054
0.181352 0.159633 -0.325095 0.077081 0.033803 -0.053999
0.197637 0.166839 -0.335752 0.079805 0.035573 -0.048639
0.214469 0.174378 -0.345267 0.082348 0.037010 -0.043001
0.231808 0.182177 -0.353586 0.084692 0.038070 -0.037121
0.249612 0.190153 -0.360663 0.086820 0.038715 -0.031040
0.267834 0.198217 -0.366461 0.088716 0.038912 -0.024804
0.286424 0.206274 -0.370953 0.090367 0.038638 -0.018466
0.305330 0.214223 -0.374123 0.091757 0.037877 -0.012079
0.324497 0.221964 -0.375968 0.092878 0.036621 -0.005701
0.343867 0.229392 -0.376494 0.093720 0.034874 0.000612
0.363383 0.236407 -0.375722 0.094277 0.032645 0.006802
0.382984 0.242912 -0.373683 0.094544 0.029954 0.012817
0.402611 0.248812 -0.370417 0.094520 0.026830 0.018607
0.422202 0.254022 -0.365977 0.094206 0.023306 0.024127
0.441699 0.258462 -0.360423 0.093606 0.019423 0.029338
0.461041 0.262063 -0.353822 0.092725 0.015227 0.034209
0.480173 0.264765 -0.346247 0.091571 0.010765 0.038715
0.499037 0.266518 -0.337776 0.090154 0.006090 0.042840
0.517581 0.267282 -0.328490 0.088484 0.001251 0.046572
0.535753 0.267029 -0.318470 0.086575 -0.003698 0.049910
0.553505 0.265742 -0.307798 0.084440 -0.008710 0.052858
0.570792 0.263412 -0.296553 0.082093 -0.013737 0.055426
0.587571 0.260042 -0.284814 0.079549 -0.018734 0.057628
0.603803 0.255640 -0.272654 0.076823 -0.023662 0.059484
0.619451 0.250226 -0.260143 0.073929 -0.028483 0.061018
0.634483 0.243826 -0.247344 0.070883 -0.033166 0.062254
0.648867 0.236470 -0.234318 0.067699 -0.037682 0.063221
0.662578 0.228196 -0.221116 0.064389 -0.042008 0.063948
0.675590 0.219045 -0.207786 0.060968 -0.046125 0.064462
0.687881 0.209063 -0.194368 0.057448 -0.050016 0.064793
0.699432 0.198298 -0.180899 0.053839 -0.053669 0.064969
0.710226 0.186801 -0.167407 0.050153 -0.057075 0.065017
0.720247 0.174622 -0.153916 0.046398 -0.060226 0.064962
0.729483 0.161817 -0.140445 0.042585 -0.063118 0.064827
0.737922 0.148438 -0.127008 0.038721 -0.065748 0.064636
0.745554 0.134541 -0.113615 0.034814 -0.068115 0.064408
0.752371 0.120180 -0.100271 0.030869 -0.070218 0.064160
0.758367 0.105409 -0.086980 0.026893 -0.072059 0.063909
0.763534 0.090284 -0.073740 0.022892 -0.073637 0.063668
0.767868 0.074858 -0.060548 0.018869 -0.074955 0.063449
0.771366 0.059186 -0.047399 0.014830 -0.076014 0.063261
0.774024 0.043321 -0.034284 0.010777 -0.076815 0.063114
0.775839 0.027316 -0.021195 0.006716 -0.077359 0.063011
0.776811 0.011224 -0.008123 0.002649 -0.077648 0.062958
0.776939 -0.004901 0.004944 -0.001420 -0.077682 0.062957
0.776222 -0.021006 0.018016 -0.005488 -0.077460 0.063007
0.774661 -0.037039 0.031104 -0.009551 -0.076982 0.063107
0.772258 -0.052946 0.044217 -0.013607 -0.076248 0.063253
0.769013 -0.068674 0.057365 -0.017652 -0.075257 0.063441
0.764931 -0.084170 0.070556 -0.021681 -0.074006 0.063663
0.760014 -0.099379 0.083795 -0.025691 -0.072495 0.063910
0.754267 -0.114246 0.097088 -0.029677 -0.070721 0.064170
0.747696 -0.128719 0.110434 -0.033634 -0.068684 0.064430
0.740307 -0.142741 0.123834 -0.037555 -0.066383 0.064676
0.732109 -0.156258 0.137281 -0.041435 -0.063817 0.064889
0.723110 -0.169215 0.150767 -0.045266 -0.060988 0.065049
0.713321 -0.181558 0.164280 -0.049040 -0.057898 0.065137
0.702756 -0.193233 0.177801 -0.052750 -0.054552 0.065127
0.691428 -0.204187 0.191308 -0.056385 -0.050954 0.064996
0.679355 -0.214369 0.204773 -0.059934 -0.047114 0.064716
0.666555 -0.223730 0.218161 -0.063387 -0.043045 0.064259
0.653048 -0.232223 0.231434 -0.066732 -0.038760 0.063597
0.638860 -0.239806 0.244546 -0.069955 -0.034278 0.062700
0.624017 -0.246441 0.257445 -0.073044 -0.029623 0.061540
0.608548 -0.252093 0.270073 -0.075983 -0.024820 0.060088
0.592486 -0.256736 0.282367 -0.078759 -0.019902 0.058318
0.575865 -0.260350 0.294259 -0.081356 -0.014903 0.056206
0.558726 -0.262920 0.305675 -0.083759 -0.009864 0.053732
0.541109 -0.264445 0.316538 -0.085954 -0.004828 0.050879
0.523059 -0.264928 0.326769 -0.087925 0.000159 0.047635
0.504625 -0.264385 0.336286 -0.089660 0.005047 0.043995
0.485856 -0.262843 0.345006 -0.091145 0.009784 0.039960
0.466806 -0.260338 0.352847 -0.092369 0.014320 0.035537
0.447529 -0.256916 0.359732 -0.093321 0.018602 0.030743
0.428084 -0.252636 0.365586 -0.093994 0.022580 0.025599
0.408530 -0.247566 0.370337 -0.094380 0.026209 0.020136
0.388925 -0.241783 0.373925 -0.094476 0.029447 0.014392
0.369330 -0.235372 0.376295 -0.094281 0.032256 0.008409
0.349806 -0.228425 0.377403 -0.093794 0.034607 0.002237
0.330413 -0.221039 0.377215 -0.093020 0.036478 -0.004071
0.311210 -0.213315 0.375708 -0.091965 0.037857 -0.010459
0.292254 -0.205358 0.372871 -0.090636 0.038737 -0.016870
0.273602 -0.197268 0.368706 -0.089044 0.039126 -0.023247
0.255307 -0.189149 0.363227 -0.087201 0.039035 -0.029533
0.237419 -0.181096 0.356456 -0.085123 0.038487 -0.035676
0.219985 -0.173201 0.348430 -0.082825 0.037513 -0.041627
0.203050 -0.165550 0.339192 -0.080323 0.036150 -0.047343
0.186653 -0.158218 0.328795 -0.077635 0.034441 -0.052788
0.170832 -0.151273 0.317299 -0.074779 0.032433 -0.057932
0.155620 -0.144771 0.304768 -0.071774 0.030178 -0.062752
0.141046 -0.138758 0.291272 -0.068635 0.027729 -0.067234
0.127136 -0.133270 0.276882 -0.065381 0.025138 -0.071368
0.120437 -0.130730 0.269374 -0.063715 0.023807 -0.073305
0.107563 -0.126068 0.253777 -0.060317 0.021105 -0.076918
0.095403 -0.121969 0.237466 -0.056840 0.018394 -0.080192
0.083971 -0.118429 0.220509 -0.053299 0.015721 -0.083139
0.073281 -0.115437 0.202974 -0.049703 0.013131 -0.085774
0.063341 -0.112970 0.184922 -0.046062 0.010667 -0.088116
0.054161 -0.110997 0.166413 -0.042385 0.008367 -0.090186
0.045748 -0.109482 0.147501 -0.038678 0.006264 -0.092004
0.038106 -0.108381 0.128235 -0.034946 0.004389 -0.093592
0.031242 -0.107643 0.108662 -0.031193 0.002768 -0.094970
0.025159 -0.107213 0.088823 -0.027420 0.001424 -0.096157
0.019860 -0.107031 0.068757 -0.023629 0.000376 -0.097167
0.015350 -0.107035 0.048498 -0.019821 -0.000360 -0.098015
0.011633 -0.107158 0.028078 -0.015995 -0.000769 -0.098710
0.008712 -0.107331 0.007530 -0.012149 -0.000843 -0.099256
0.006591 -0.107484 -0.013116 -0.008283 -0.000573 -0.099655
0.005275 -0.107545 -0.033829 -0.004395 0.000045 -0.099903
0.004768 -0.107441 -0.054578 -0.000484 0.001012 -0.099994
0.005076 -0.107101 -0.075328 0.003452 0.002327 -0.099913
0.006203 -0.106452 -0.096042 0.007411 0.003985 -0.099645
0.008154 -0.105424 -0.116679 0.011393 0.005976 -0.099169
0.010934 -0.103949 -0.137194 0.015398 0.008288 -0.098459
0.014547 -0.101962 -0.157534 0.019420 0.010903 -0.097488
0.018997 -0.099403 -0.177644 0.023457 0.013797 -0.096226
0.024285 -0.096217 -0.197458 0.027500 0.016941 -0.094640
0.030413 -0.092356 -0.216907 0.031543 0.020301 -0.092698
0.037379 -0.087778 -0.235913 0.035574 0.023835 -0.090368
0.045179 -0.082452 -0.254393 0.039581 0.027497 -0.087620
0.053808 -0.076358 -0.272256 0.043548 0.031232 -0.084428
0.063254 -0.069486 -0.289409 0.047460 0.034982 -0.080770
0.073505 -0.061839 -0.305753 0.051298 0.038681 -0.076631
0.084542 -0.053436 -0.321187 0.055040 0.042263 -0.072003
0.096345 -0.044308 -0.335610 0.058664 0.045656 -0.066888
0.108886 -0.034501 -0.348922 0.062147 0.048788 -0.061298
0.122133 -0.024077 -0.361025 0.065465 0.051588 -0.055254
0.136049 -0.013113 -0.371830 0.068593 0.053987 -0.048789
0.150593 -0.001697 -0.381253 0.071506 0.055922 -0.041947
0.165717 0.010066 -0.389222 0.074180 0.057336 -0.034783
0.181370 0.022065 -0.395675 0.076593 0.058181 -0.027357
0.197494 0.034177 -0.400565 0.078724 0.058419 -0.019742
0.214029 0.046273 -0.403862 0.080553 0.058024 -0.012013
0.230912 0.058220 -0.405550 0.082065 0.056984 -0.004251
0.248074 0.069884 -0.405630 0.083247 0.055299 0.003464
0.265447 0.081133 -0.404121 0.084088 0.052982 0.011052
0.282958 0.091837 -0.401056 0.084582 0.050059 0.018436
0.300535 0.101875 -0.396486 0.084727 0.046570 0.025546
0.318106 0.111133 -0.390475 0.084523 0.042563 0.032316
0.335599 0.119512 -0.383098 0.083974 0.038094 0.038695
0.352943 0.126920 -0.374442 0.083087 0.033230 0.044636
0.370069 0.133284 -0.364601 0.081873 0.028038 0.050106
0.378529 0.136054 -0.359267 0.081148 0.025341 0.052658
0.395203 0.140741 -0.347838 0.079468 0.019793 0.057386
0.411498 0.144261 -0.335479 0.077496 0.014099 0.061608
0.427355 0.146589 -0.322297 0.075251 0.008327 0.065330
0.442719 0.147717 -0.308393 0.072750 0.002546 0.068564
0.457539 0.147649 -0.293866 0.070012 -0.003183 0.071332
0.471768 0.146403 -0.278811 0.067057 -0.008802 0.073661
0.485363 0.144006 -0.263315 0.063904 -0.014262 0.075584
0.498284 0.140497 -0.247460 0.060572 -0.019518 0.077137
0.510497 0.135921 -0.231317 0.057080 -0.024531 0.078359
0.521970 0.130332 -0.214951 0.053444 -0.029271 0.079290
0.532675 0.123790 -0.198418 0.049682 -0.033710 0.079971
0.542587 0.116360 -0.181767 0.045808 -0.037829 0.080440
0.551684 0.108109 -0.165037 0.041838 -0.041611 0.080735
0.559949 0.099110 -0.148261 0.037784 -0.045044 0.080891
0.567365 0.089435 -0.131464 0.033659 -0.048120 0.080942
0.573918 0.079159 -0.114665 0.029473 -0.050832 0.080916
0.579596 0.068358 -0.097877 0.025237 -0.053177 0.080841
0.584391 0.057109 -0.081107 0.020959 -0.055154 0.080739
0.588295 0.045488 -0.064360 0.016648 -0.056760 0.080630
0.591301 0.033572 -0.047635 0.012313 -0.057996 0.080529
0.593405 0.021438 -0.030928 0.007958 -0.058862 0.080448
0.594604 0.009162 -0.014236 0.003593 -0.059359 0.080397
0.594896 -0.003178 0.002449 -0.000778 -0.059487 0.080379
0.594281 -0.015507 0.019134 -0.005148 -0.059245 0.080396
0.592759 -0.027747 0.035826 -0.009510 -0.058634 0.080446
0.590334 -0.039822 0.052532 -0.013858 -0.057654 0.080523
0.587008 -0.051656 0.069255 -0.018185 -0.056305 0.080617
0.582786 -0.063171 0.085998 -0.022485 -0.054585 0.080715
0.577676 -0.074290 0.102761 -0.026748 -0.052497 0.080800
0.571685 -0.084938 0.119539 -0.030967 -0.050041 0.080851
0.564824 -0.095038 0.136321 -0.035132 -0.047219 0.080846
0.557105 -0.104516 0.153094 -0.039233 -0.044037 0.080756
0.548543 -0.113295 0.169837 -0.043259 -0.040501 0.080550
0.539153 -0.121305 0.186523 -0.047197 -0.036620 0.080196
0.528957 -0.128474 0.203116 -0.051033 -0.032408 0.079658
0.517976 -0.134737 0.219576 -0.054754 -0.027882 0.078896
0.506236 -0.140029 0.235851 -0.058343 -0.023065 0.077873
0.493766 -0.144293 0.251882 -0.061783 -0.017984 0.076547
0.480599 -0.147479 0.267604 -0.065057 -0.012673 0.074879
0.466772 -0.149541 0.282941 -0.068147 -0.007172 0.072832
0.452324 -0.150446 0.297810 -0.071033 -0.001527 0.070370
0.437299 -0.150169 0.312123 -0.073696 0.004209 0.067462
0.421747 -0.148696 0.325783 -0.076117 0.009980 0.064083
0.405719 -0.146028 0.338692 -0.078277 0.015720 0.060213
0.389271 -0.142177 0.350745 -0.080158 0.021363 0.055842
0.372463 -0.137171 0.361839 -0.081743 0.026837 0.050970
0.355359 -0.131053 0.371870 -0.083017 0.032070 0.045604
0.338023 -0.123880 0.380737 -0.083967 0.036992 0.039764
0.320525 -0.115723 0.388347 -0.084581 0.041532 0.033483
0.302934 -0.106670 0.394609 -0.084854 0.045624 0.026801
0.285324 -0.096818 0.399448 -0.084778 0.049212 0.019771
0.267765 -0.086279 0.402797 -0.084354 0.052243 0.012454
0.250330 -0.075172 0.404603 -0.083583 0.054679 0.004920
0.233090 -0.063623 0.404830 -0.082470 0.056489 -0.002757
0.216117 -0.051765 0.403454 -0.081026 0.057659 -0.010497
0.199476 -0.039732 0.400473 -0.079262 0.058186 -0.018219
0.183234 -0.027655 0.395898 -0.077194 0.058079 -0.025844
0.167450 -0.015664 0.389757 -0.074841 0.057362 -0.033295
0.152183 -0.003882 0.382093 -0.072222 0.056069 -0.040500
0.137486 0.007576 0.372966 -0.069360 0.054248 -0.047396
0.123405 0.018605 0.362443 -0.066279 0.051952 -0.053926
0.109985 0.029114 0.350607 -0.063003 0.049245 -0.060047
0.097262 0.039025 0.337547 -0.059556 0.046193 -0.065721
0.085271 0.048271 0.323357 -0.055964 0.042866 -0.070926
0.074039 0.056806 0.308137 -0.052249 0.039338 -0.075648
0.068714 0.060794 0.300172 -0.050353 0.037519 -0.077826
0.058662 0.068199 0.283595 -0.046496 0.033819 -0.081819
0.049417 0.074831 0.266239 -0.042570 0.030089 -0.085337
0.040993 0.080692 0.248201 -0.038593 0.026391 -0.088397
0.033399 0.085794 0.229573 -0.034580 0.022784 -0.091023
0.026639 0.090160 0.210443 -0.030547 0.019318 -0.093240
0.020718 0.093826 0.190892 -0.026505 0.016038 -0.095080
0.015636 0.096834 0.170996 -0.022464 0.012985 -0.096575
0.011392 0.099234 0.150822 -0.018431 0.010192 -0.097757
0.007984 0.101084 0.130433 -0.014413 0.007684 -0.098657
0.005407 0.102446 0.109884 -0.010414 0.005484 -0.099305
0.003659 0.103384 0.089224 -0.006436 0.003609 -0.099727
0.002734 0.103967 0.068498 -0.002481 0.002071 -0.099948
0.002628 0.104267 0.047746 0.001451 0.000877 -0.099986
0.003335 0.104355 0.027003 0.005359 0.000031 -0.099856
0.004851 0.104304 0.006303 0.009245 -0.000465 -0.099571
0.007171 0.104186 -0.014322 0.013111 -0.000615 -0.099135
0.010292 0.104073 -0.034841 0.016957 -0.000422 -0.098551
0.014210 0.104034 -0.055223 0.020785 0.000103 -0.097816
0.018920 0.104138 -0.075436 0.024596 0.000951 -0.096923
0.024419 0.104450 -0.095447 0.028389 0.002106 -0.095863
0.030704 0.105032 -0.115219 0.032164 0.003553 -0.094619
0.037770 0.105943 -0.134713 0.035920 0.005269 -0.093177
0.045614 0.107237 -0.153885 0.039654 0.007232 -0.091516
0.054230 0.108961 -0.172687 0.043361 0.009414 -0.089617
0.063612 0.111158 -0.191069 0.047037 0.011783 -0.087457
0.073753 0.113863 -0.208974 0.050673 0.014303 -0.085016
0.084645 0.117103 -0.226341 0.054262 0.016935 -0.082273
0.096275 0.120898 -0.243106 0.057794 0.019636 -0.079211
0.108632 0.125256 -0.259201 0.061255 0.022360 -0.075814
0.121699 0.130178 -0.274555 0.064634 0.025056 -0.072074
0.135457 0.135652 -0.289096 0.067915 0.027673 -0.067983
0.149885 0.141657 -0.302752 0.071083 0.030158 -0.063543
0.164957 0.148159 -0.315451 0.074121 0.032455 -0.058760
0.180644 0.155113 -0.327123 0.077010 0.034512 -0.053650
0.196914 0.162466 -0.337702 0.079734 0.036278 -0.048232
0.213732 0.170150 -0.347126 0.082275 0.037703 -0.042537
0.231055 0.178091 -0.355343 0.084614 0.038743 -0.036599
0.248842 0.186204 -0.362306 0.086734 0.039361 -0.030462
0.267045 0.194399 -0.367978 0.088620 0.039525 -0.024173
0.285614 0.202579 -0.372334 0.090257 0.039210 -0.017785
0.304495 0.210642 -0.375358 0.091632 0.038403 -0.011353
0.323634 0.218486 -0.377048 0.092734 0.037096 -0.004935
0.342972 0.226008 -0.377412 0.093554 0.035293 0.001412
0.362451 0.233104 -0.376471 0.094087 0.033007 0.007629
0.382010 0.239678 -0.374257 0.094328 0.030257 0.013665
0.401589 0.245635 -0.370814 0.094277 0.027072 0.019468
0.421127 0.250889 -0.366194 0.093933 0.023489 0.024995
0.440564 0.255361 -0.360460 0.093303 0.019549 0.030207
0.459841 0.258983 -0.353678 0.092390 0.015298 0.035073
0.478899 0.261694 -0.345925 0.091203 0.010786 0.039568
0.497684 0.263446 -0.337279 0.089753 0.006064 0.043676
0.516141 0.264200 -0.327822 0.088050 0.001184 0.047389
0.534220 0.263930 -0.317634 0.086108 -0.003802 0.050704
0.551871 0.262618 -0.306800 0.083940 -0.008844 0.053627
0.569051 0.260258 -0.295399 0.081561 -0.013895 0.056167
0.585716 0.256852 -0.283508 0.078985 -0.018910 0.058342
0.601827 0.252413 -0.271203 0.076227 -0.023849 0.060171
0.617349 0.246959 -0.258552 0.073304 -0.028676 0.061679
0.632248 0.240518 -0.245619 0.070228 -0.033359 0.062890
0.646493 0.233123 -0.232462 0.067015 -0.037870 0.063834
0.660059 0.224811 -0.219136 0.063679 -0.042185 0.064540
0.672921 0.215625 -0.205684 0.060231 -0.046287 0.065037
0.685056 0.205612 -0.192149 0.056685 -0.050157 0.065353
0.696446 0.194820 -0.178565 0.053052 -0.053786 0.065517
0.707074 0.183301 -0.164960 0.049343 -0.057163 0.065557
0.716925 0.171108 -0.151357 0.045566 -0.060282 0.065497
0.725986 0.158294 -0.137775 0.041731 -0.063138 0.065362
0.734246 0.144916 -0.124227 0.037846 -0.065728 0.065173
0.741694 0.131027 -0.110722 0.033918 -0.068052 0.064949
0.748324 0.116684 -0.097266 0.029954 -0.070110 0.064710
0.754127 0.101941 -0.083859 0.025960 -0.071901 0.064470
0.759099 0.086854 -0.070501 0.021940 -0.073427 0.064243
0.763233 0.071477 -0.057188 0.017899 -0.074689 0.064040
0.766528 0.055866 -0.043914 0.013842 -0.075689 0.063872
0.768979 0.040075 -0.030670 0.009773 -0.076428 0.063744
0.770585 0.024157 -0.017448 0.005696 -0.076906 0.063663
0.771343 0.008167 -0.004238 0.001613 -0.077125 0.063632
0.771254 -0.007842 0.008971 -0.002471 -0.077085 0.063654
0.770318 -0.023816 0.022190 -0.006553 -0.076786 0.063726
0.768534 -0.039700 0.035429 -0.010631 -0.076226 0.063848
0.765905 -0.055442 0.048698 -0.014699 -0.075405 0.064015
0.762433 -0.070985 0.062007 -0.018756 -0.074322 0.064222
0.758120 -0.086277 0.075361 -0.022796 -0.072975 0.064459
0.752971 -0.101261 0.088767 -0.026814 -0.071362 0.064718
0.746991 -0.115883 0.102228 -0.030807 -0.069483 0.064985
0.740184 -0.130087 0.115744 -0.034769 -0.067335 0.065247
0.732560 -0.143817 0.129312 -0.038692 -0.064918 0.065487
0.724125 -0.157018 0.142927 -0.042572 -0.062233 0.065686
0.714890 -0.169634 0.156576 -0.046400 -0.059281 0.065824
0.704867 -0.181609 0.170247 -0.050167 -0.056064 0.065879
0.694069 -0.192890 0.183917 -0.053865 -0.052589 0.065825
0.682512 -0.203423 0.197563 -0.057484 -0.048861 0.065637
0.670212 -0.213157 0.211154 -0.061013 -0.044892 0.065285
0.657190 -0.222043 0.224652 -0.064439 -0.040694 0.064743
0.643469 -0.230035 0.238015 -0.067750 -0.036285 0.063979
0.629074 -0.237092 0.251194 -0.070934 -0.031684 0.062964
0.614032 -0.243177 0.264134 -0.073975 -0.026918 0.061670
0.598376 -0.248257 0.276774 -0.076859 -0.022015 0.060067
0.582138 -0.252309 0.289047 -0.079572 -0.017009 0.058130
0.565356 -0.255314 0.300881 -0.082097 -0.011938 0.055835
0.548071 -0.257263 0.312200 -0.084420 -0.006844 0.053164
0.530326 -0.258157 0.322924 -0.086525 -0.001774 0.050102
0.512167 -0.258005 0.332971 -0.088399 0.003223 0.046639
0.493645 -0.256827 0.342257 -0.090027 0.008096 0.042773
0.474812 -0.254656 0.350700 -0.091397 0.012793 0.038508
0.455722 -0.251533 0.358216 -0.092498 0.017260 0.033856
0.436433 -0.247510 0.364729 -0.093320 0.021446 0.028835
0.417002 -0.242653 0.370163 -0.093856 0.025300 0.023473
0.397491 -0.237033 0.374452 -0.094100 0.028778 0.017803
0.377959 -0.230735 0.377535 -0.094050 0.031839 0.011868
0.358468 -0.223847 0.379363 -0.093705 0.034449 0.005714
0.339079 -0.216467 0.379896 -0.093067 0.036581 -0.000606
0.319853 -0.208696 0.379104 -0.092141 0.038217 -0.007037
0.300848 -0.200637 0.376971 -0.090934 0.039347 -0.013520
0.282122 -0.192396 0.373492 -0.089456 0.039972 -0.019996
0.263730 -0.184078 0.368674 -0.087719 0.040101 -0.026407
0.245724 -0.175782 0.362538 -0.085735 0.039753 -0.032697
0.228155 -0.167606 0.355113 -0.083522 0.038955 -0.038815
0.211067 -0.159640 0.346440 -0.081095 0.037740 -0.044714
0.202717 -0.155761 0.341650 -0.079806 0.036990 -0.047568
0.186430 -0.148260 0.331202 -0.077092 0.035230 -0.053063
0.170725 -0.141157 0.319644 -0.074209 0.033167 -0.058250
0.155635 -0.134509 0.307043 -0.071175 0.030852 -0.063105
0.141188 -0.128363 0.293471 -0.068009 0.028339 -0.067614
0.127410 -0.122754 0.278999 -0.064727 0.025685 -0.071768
0.114324 -0.117707 0.263702 -0.061347 0.022941 -0.075566
0.101949 -0.113233 0.247653 -0.057882 0.020163 -0.079013
